id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
16736,81,13,31,11,22,13,48,67,25,8,65,48,7,72,13,13,11,2,60,40,21,13,63,4,22,40,13,49,58,63,20,2,58,40,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16737,81,65,64,15,13,61,64,13,20,22,22,1,13,3,22,41,1,15,13,2,59,32,23,13,1,59,58,1,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16738,81,32,11,60,23,15,13,61,64,13,20,22,22,1,13,3,22,41,1,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16739,81,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16740,81,30,59,13,2,58,42,59,13,1,60,23,4,58,5,19,2,32,1,13,5,2,59,13,7,63,21,59,15,13,58,23,13,2,59,13,19,22,61,61,58,40,1,59,1,53,57,8,59,41,59,13,19,22,61,59,23,13,61,64,13,3,22,41,1,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16741,81,65,64,15,13,22,63,41,13,24,58,64,13,5,22,13,37,59,13,20,22,40,59,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16742,81,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16743,81,11,58,21,59,13,5,2,58,5,13,38,22,41,13,64,22,63,41,13,38,58,60,41,13,3,58,1,64,53,57,7,63,61,58,60,40,13,24,58,23,13,58,5,13,61,64,13,23,59,41,42,60,19,59,15,13,58,40,1,13,2,60,23,13,23,24,22,41,1,53,82,0,0,0,0,0,0,0,0,0
16744,81,67,32,3,3,13,19,2,58,40,20,59,13,61,64,13,37,3,58,19,21,13,20,22,24,40,13,38,22,41,13,58,13,38,58,60,5,2,38,63,3,13,38,41,60,59,40,1,53,57,11,2,59,13,3,60,21,59,41,13,64,22,63,35,13,38,59,24,13,5,58,3,3,59,41,13,58,41,59,13,23
16745,22,13,64,22,63,40,20,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16746,81,71,22,63,13,29,5,60,3,3,13,24,41,58,40,20,3,59,13,24,60,5,2,13,2,59,41,15,13,44,22,64,59,5,15,13,58,40,1,13,23,2,59,13,23,5,41,60,21,59,23,13,58,5,13,5,2,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16747,81,47,22,5,13,58,13,24,22,41,1,13,24,60,5,2,13,2,60,61,13,37,63,5,13,58,13,39,59,23,5,53,57,11,2,22,63,13,58,41,5,13,58,40,13,22,3,1,13,3,22,42,59,76,61,22,40,20,59,41,15,13,58,40,1,13,23,4,59,58,21,59,23,5,13,23,21,60,3,38,63
16748,3,3,64,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16749,81,30,60,1,59,13,22,32,13,5,2,59,13,37,22,24,76,2,58,40,1,73,13,67,32,13,38,58,60,5,2,15,13,64,22,63,41,13,2,58,40,1,13,60,23,13,22,63,5,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16750,81,11,2,59,13,3,59,5,5,59,41,13,60,23,13,5,22,22,13,3,22,40,20,13,37,64,13,2,58,3,38,13,58,13,61,60,3,59,53,57,65,64,15,13,22,41,13,67,13,24,22,63,3,1,13,5,2,59,23,59,13,2,58,40,1,23,13,61,60,20,2,5,13,40,59,42,59,41,13,4,58
16751,41,5,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16752,81,47,22,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16753,81,44,59,5,24,59,59,40,13,9,22,41,1,13,10,59,41,60,20,22,41,5,13,58,40,1,13,5,2,59,13,37,59,58,63,5,59,22,63,23,13,2,59,60,41,57,28,38,13,46,58,62,63,59,23,13,45,58,3,19,22,40,37,41,60,1,20,59,15,13,23,22,3,59,61,40,60,43,59,1,57
16754,67,40,13,47,22,41,61,58,40,1,64,15,13,23,58,24,13,67,13,5,2,60,23,13,9,22,40,20,58,42,60,3,3,59,53,57,65,13,61,58,40,13,22,38,13,23,22,42,59,41,59,60,20,40,13,4,58,41,5,23,15,13,4,59,59,41,3,59,23,23,13,59,23,5,59,59,61,32,1,15,57
16755,30,59,3,3,13,38,60,5,5,59,1,13,60,40,13,58,41,5,23,15,13,20,3,22,41,60,22,63,23,13,60,40,13,58,41,61,23,35,57,47,22,5,2,60,40,20,13,37,59,19,22,61,59,23,13,2,60,61,13,60,3,3,13,5,2,58,5,13,2,59,13,24,22,63,3,1,13,24,59,3,3
16756,53,57,11,2,59,13,22,40,3,64,13,23,22,60,3,13,22,38,13,2,60,23,13,38,58,60,41,13,42,60,41,5,63,59,32,23,13,20,3,22,23,23,15,57,67,38,13,42,60,41,5,63,59,32,23,13,20,3,22,23,23,13,24,60,3,3,13,23,5,58,60,40,13,24,60,5,2,13,58,40,64
16757,13,23,22,60,3,15,57,67,23,13,58,13,23,2,58,41,4,13,24,60,5,13,61,58,5,19,2,32,1,13,24,60,5,2,13,5,22,22,13,37,3,63,40,5,13,58,13,24,60,3,3,15,57,30,2,22,23,59,13,59,1,20,59,13,2,58,5,2,13,4,22,24,59,41,13,5,22,13,19,63,5
16758,15,13,24,2,22,23,59,13,24,60,3,3,13,23,5,60,3,3,13,24,60,3,3,23,57,67,5,13,23,2,22,63,3,1,13,40,22,40,59,13,23,4,58,41,59,13,5,2,58,5,13,19,22,61,59,13,24,60,5,2,60,40,13,2,60,23,13,4,22,24,59,41,53,57,11,2,59,64,13,23,58
16759,64,13,23,22,13,61,22,23,5,13,5,2,58,5,13,61,22,23,5,13,2,60,23,13,2,63,61,22,63,41,23,13,21,40,22,24,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16760,81,45,22,3,3,64,13,60,40,13,38,22,22,3,23,13,37,59,58,41,23,13,40,22,5,13,23,22,13,23,5,41,22,40,20,13,58,13,40,22,5,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16761,81,65,5,13,5,2,59,13,5,24,59,3,42,59,61,22,40,5,2,32,23,13,59,40,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
