id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
10793,81,71,22,63,13,23,58,60,1,13,22,63,41,13,24,22,41,21,13,23,2,22,63,3,1,13,19,59,58,23,59,53,57,25,22,40,38,60,40,32,1,13,5,22,20,59,5,2,59,41,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10794,81,29,22,13,38,63,3,3,13,22,38,13,42,58,3,22,63,41,13,5,2,58,5,13,5,2,59,64,13,23,61,22,5,59,13,5,2,59,13,58,60,41,57,45,22,41,13,37,41,59,58,5,2,60,40,20,13,60,40,13,5,2,59,60,41,13,38,58,19,59,23,35,13,37,59,58,5,13,5,2,59
10795,13,20,41,22,63,40,1,57,45,22,41,13,21,60,23,23,60,40,20,13,22,38,13,5,2,59,60,41,13,38,59,59,5,35,13,64,59,5,13,58,3,24,58,64,23,13,37,59,40,1,60,40,20,57,11,22,24,58,41,1,23,13,5,2,59,60,41,13,4,41,22,39,59,19,5,53,13,11,2,59,40
10796,13,67,13,37,59,58,5,13,61,64,13,5,58,37,22,41,15,57,65,5,13,24,2,60,19,2,13,3,60,21,59,13,63,40,37,58,19,21,32,1,13,19,22,3,5,23,13,5,2,59,64,13,4,41,60,19,21,32,1,13,5,2,59,60,41,13,59,58,41,23,15,57,65,1,42,58,40,19,32,1,13
10797,5,2,59,60,41,13,59,64,59,3,60,1,23,15,13,3,60,38,5,59,1,13,63,4,13,5,2,59,60,41,13,40,22,23,59,23,57,65,23,13,5,2,59,64,13,23,61,59,3,5,13,61,63,23,60,19,35,13,23,22,13,67,13,19,2,58,41,61,32,1,13,5,2,59,60,41,13,19,58,41,23
10798,15,57,11,2,58,5,13,19,58,3,38,76,3,60,21,59,13,5,2,59,64,13,61,64,13,3,22,24,60,40,20,13,38,22,3,3,22,24,32,1,13,5,2,41,22,63,20,2,57,11,22,22,5,2,32,1,13,37,41,60,59,41,23,15,13,23,2,58,41,4,13,38,63,41,43,59,23,15,13,4,41
10799,60,19,21,60,40,20,13,20,22,23,23,15,13,58,40,1,13,5,2,22,41,40,23,15,57,30,2,60,19,2,13,59,40,5,32,41,59,1,13,5,2,59,60,41,13,38,41,58,60,3,13,23,2,60,40,23,53,13,65,5,13,3,58,23,5,13,67,13,3,59,38,5,13,5,2,59,61,57,67,32,13
10800,5,2,32,13,38,60,3,5,2,64,13,61,58,40,5,3,59,1,13,4,22,22,3,13,37,59,64,22,40,1,13,64,22,63,41,13,19,59,3,3,15,57,11,2,59,41,59,13,1,58,40,19,60,40,20,13,63,4,13,5,22,13,5,2,32,13,19,2,60,40,23,15,13,5,2,58,5,13,5,2,59
10801,13,38,22,63,3,13,3,58,21,59,57,28,32,59,41,23,5,63,40,21,13,5,2,59,60,41,13,38,59,59,5,53,57,67,13,20,22,15,13,67,13,20,22,53,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
10802,13,13,13,66,6,60,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
