id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
21720,81,11,22,13,58,13,3,58,1,64,13,22,38,13,45,41,58,40,19,59,13,5,2,58,5,13,2,59,13,19,58,3,3,32,1,13,48,22,23,58,3,60,40,59,53,57,44,64,13,61,64,13,5,41,22,5,2,15,13,61,22,23,5,13,4,3,59,58,23,58,40,5,73,13,8,22,24,13,37,22,5
21721,2,13,1,60,1,13,38,60,5,13,60,5,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21722,81,61,58,41,42,59,3,13,5,2,64,13,61,58,23,5,59,41,13,2,58,5,2,13,40,22,5,13,59,58,5,59,40,13,5,2,59,59,13,38,22,41,13,58,13,24,22,41,1,15,13,38,22,41,13,5,2,22,63,13,58,41,59,57,40,22,5,13,23,22,13,3,22,40,20,13,37,64,13,5,2
21723,59,13,2,59,58,1,13,58,23,13,2,22,40,22,41,60,38,60,19,58,37,60,3,60,5,63,1,60,40,60,5,58,5,60,37,63,23,35,13,5,2,22,63,13,58,41,5,57,59,58,23,60,59,41,13,23,24,58,3,3,22,24,59,1,13,5,2,58,40,13,58,13,38,3,58,4,76,1,41,58,20
21724,22,40,53,57,65,40,13,67,13,2,58,1,13,37,63,5,13,22,40,59,13,4,59,40,40,64,13,60,40,13,5,2,59,13,24,22,41,3,1,15,13,5,2,22,63,13,23,2,22,63,3,1,23,5,13,2,58,42,59,13,60,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21725,81,13,30,2,59,5,2,59,41,13,5,2,59,13,5,2,41,59,59,13,30,22,41,5,2,60,59,23,13,23,2,58,3,3,13,19,22,61,59,13,60,40,13,22,41,13,40,22,36,57,47,22,15,13,23,60,41,35,13,37,63,5,13,60,5,13,60,23,13,42,58,41,58,13,38,60,40,59,15,82,0
21726,81,60,23,13,19,58,23,5,13,58,24,58,64,53,13,29,2,59,32,23,13,62,63,60,19,21,35,13,5,2,59,13,19,2,60,3,1,13,37,41,58,20,23,13,60,40,13,2,59,41,13,37,59,3,3,64,13,58,3,41,59,58,1,64,35,57,32,5,60,23,13,64,22,63,41,23,53,57,11,2,59
21727,40,13,23,2,58,3,3,13,8,59,19,5,22,41,13,37,59,13,24,2,60,4,5,13,38,22,41,13,46,58,62,63,59,40,59,5,5,58,13,5,2,58,5,13,60,23,13,62,63,60,19,21,13,37,64,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21728,81,67,13,61,58,1,59,13,58,13,3,60,5,5,3,59,13,38,58,63,3,5,13,60,40,13,26,41,59,58,5,53,57,71,22,63,41,13,23,59,41,42,58,40,5,15,13,58,40,1,13,25,22,23,5,58,41,1,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21729,81,58,13,41,59,61,63,40,59,41,58,5,60,22,40,36,57,68,58,41,41,64,15,13,23,60,41,15,13,2,58,3,38,4,59,40,40,64,13,38,58,41,5,2,60,40,20,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
