id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
2191,81,58,1,1,59,1,13,5,22,13,64,22,63,41,13,2,58,42,60,40,20,15,13,20,58,42,59,13,64,22,63,13,23,22,61,59,13,20,41,22,63,40,1,53,57,29,60,41,15,13,58,23,13,67,13,5,22,3,1,13,64,22,63,13,58,3,24,58,64,23,15,13,2,59,41,13,37,59,58,63,5
2192,64,13,58,40,1,13,2,59,41,13,37,41,58,60,40,13,20,22,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,81,28,13,11,63,3,3,63,23,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,81,64,22,63,41,13,3,22,41,1,23,2,60,4,53,13,71,22,63,13,58,41,59,13,61,22,23,5,13,2,22,5,13,58,40,1,13,38,63,41,60,22,63,23,13,24,2,59,40,13,64,22,63,13,24,60,40,53,57,7,58,64,15,13,61,64,13,3,22,41,1,53,82,0,0,0,0,0,0,0,0
2195,81,44,59,58,41,13,38,41,22,61,13,2,59,40,19,59,13,2,60,23,13,37,22,1,64,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,81,11,2,59,13,61,59,3,58,40,19,2,22,3,64,13,46,58,62,63,59,23,13,20,41,60,59,42,59,23,13,58,5,13,5,2,58,5,35,57,65,40,1,15,13,60,40,13,5,2,58,5,13,21,60,40,1,15,13,23,24,59,58,41,23,13,64,22,63,13,1,22,13,61,22,41,59,13,63,23,63
2197,41,4,57,11,2,58,40,13,1,22,5,2,13,64,22,63,41,13,37,41,22,5,2,59,41,13,5,2,58,5,13,2,58,5,2,13,37,58,40,60,23,2,32,1,13,64,22,63,53,57,11,22,76,1,58,64,13,61,64,13,9,22,41,1,13,22,38,13,65,61,60,59,40,23,13,58,40,1,13,61,64
2198,23,59,3,38,57,7,60,1,13,23,5,59,58,3,13,37,59,2,60,40,1,13,2,60,61,13,58,23,13,2,59,13,3,58,64,13,58,3,22,40,20,57,70,40,1,59,41,13,58,40,13,22,58,21,13,24,2,22,23,59,13,58,40,5,60,62,63,59,13,41,22,22,5,13,4,59,59,4,23,13,22
2199,63,5,57,70,4,22,40,13,5,2,59,13,37,41,22,22,21,13,5,2,58,5,13,37,41,58,24,3,23,13,58,3,22,40,20,13,5,2,60,23,13,24,22,22,1,73,57,11,22,13,5,2,59,13,24,2,60,19,2,13,4,3,58,19,59,13,58,13,4,22,22,41,13,23,59,62,63,59,23,5,32
2200,41,59,1,13,23,5,58,20,15,57,11,2,58,5,13,38,41,22,61,13,5,2,59,13,2,63,40,5,59,41,32,23,13,58,60,61,13,2,58,1,13,5,58,32,59,40,13,58,13,2,63,41,5,15,57,7,60,1,13,19,22,61,59,13,5,22,13,3,58,40,20,63,60,23,2,35,13,58,40,1,15
2201,13,60,40,1,59,59,1,15,13,61,64,13,3,22,41,1,15,57,11,2,59,13,24,41,59,5,19,2,59,1,13,58,40,60,61,58,3,13,2,59,58,42,32,1,13,38,22,41,5,2,13,23,63,19,2,13,20,41,22,58,40,23,57,11,2,58,5,13,5,2,59,60,41,13,1,60,23,19,2,58,41
2202,20,59,13,1,60,1,13,23,5,41,59,5,19,2,13,2,60,23,13,3,59,58,5,2,59,41,40,13,19,22,58,5,57,65,3,61,22,23,5,13,5,22,13,37,63,41,23,5,60,40,20,35,13,58,40,1,13,5,2,59,13,37,60,20,13,41,22,63,40,1,13,5,59,58,41,23,57,25,22,63,41
2203,23,32,1,13,22,40,59,13,58,40,22,5,2,59,41,13,1,22,24,40,13,2,60,23,13,60,40,40,22,19,59,40,5,13,40,22,23,59,57,67,40,13,4,60,5,59,22,63,23,13,19,2,58,23,59,35,13,58,40,1,13,5,2,63,23,13,5,2,59,13,2,58,60,41,64,13,38,22,22,3,15
2204,57,68,63,19,2,13,61,58,41,21,59,1,13,22,38,13,5,2,59,13,61,59,3,58,40,19,2,22,3,64,13,46,58,62,63,59,23,15,57,29,5,22,22,1,13,22,40,13,5,2,32,13,59,6,5,41,59,61,59,23,5,13,42,59,41,20,59,13,22,38,13,5,2,59,13,23,24,60,38,5,13
