id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
18944,81,27,40,22,24,15,13,48,22,61,59,15,13,5,2,58,5,13,58,3,3,13,58,3,22,40,59,13,68,58,41,19,60,63,23,13,1,60,1,13,38,60,20,2,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18945,81,30,60,5,2,60,40,13,25,22,41,60,22,3,60,13,20,58,5,59,23,15,13,24,2,59,41,59,13,2,59,13,2,58,5,2,13,24,22,40,15,57,30,60,5,2,13,38,58,61,59,15,13,58,13,40,58,61,59,13,5,22,13,25,58,60,63,23,13,68,58,41,19,60,63,23,35,13,5,2,59
18946,23,59,57,67,40,13,2,22,40,22,63,41,13,38,22,3,3,22,24,23,13,25,22,41,60,22,3,58,40,63,23,53,57,30,59,3,19,22,61,59,13,5,22,13,48,22,61,59,15,13,41,59,40,22,24,40,59,1,13,25,22,41,60,22,3,58,40,63,23,73,13,13,13,13,13,13,13,13,13,13,13
18947,13,13,31,45,3,22,63,41,60,23,2,72,57,26,60,42,59,13,24,58,64,13,5,2,59,41,59,15,13,58,40,1,13,20,22,13,22,40,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18948,81,8,60,23,13,61,22,5,2,59,41,13,23,2,58,61,59,23,13,2,60,61,13,23,22,15,13,4,22,22,41,13,37,22,64,15,13,2,59,13,24,59,59,4,23,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18949,81,11,2,58,5,13,5,2,22,63,13,61,58,64,23,5,13,37,59,13,58,13,62,63,59,59,40,13,58,40,1,13,19,2,59,19,21,13,5,2,59,13,24,22,41,3,1,73,57,11,2,59,41,59,32,23,13,58,13,20,22,22,1,13,61,22,5,2,59,41,15,13,37,22,64,15,13,5,2,58,5
18950,13,37,3,22,5,23,13,5,2,64,13,38,58,5,2,59,41,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18951,81,25,22,61,59,13,5,22,13,5,2,64,13,20,41,58,40,1,58,61,15,13,19,2,60,3,1,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18952,81,11,2,22,63,13,61,22,40,23,5,41,22,63,23,13,23,3,58,40,1,59,41,59,41,13,22,38,13,2,59,58,42,59,40,13,58,40,1,13,59,58,41,5,2,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18953,81,65,40,1,13,24,22,63,40,1,13,2,59,41,13,2,22,40,22,63,41,13,24,60,5,2,13,5,2,60,23,13,1,60,38,38,60,1,59,40,19,59,53,57,8,59,13,2,58,5,2,13,58,13,5,41,60,19,21,13,22,38,13,25,22,59,63,41,76,1,59,76,3,60,22,40,32,23,13,38,58
