id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81
13033,81,28,38,13,24,2,59,58,5,15,13,41,64,59,15,13,37,58,41,3,59,64,15,13,42,59,5,19,2,59,23,15,13,22,58,5,23,15,13,58,40,1,13,4,59,58,23,59,35,57,11,2,64,13,5,63,41,38,64,13,61,22,63,40,5,58,60,40,23,15,13,24,2,59,41,59,13,3,60,42,59
13034,13,40,60,37,37,3,60,40,20,13,23,2,59,59,4,15,57,65,40,1,13,38,3,58,5,13,61,59,58,1,23,13,5,2,58,5,19,2,32,1,13,24,60,5,2,13,23,5,22,42,59,41,15,13,5,2,59,61,13,5,22,13,21,59,59,4,35,57,11,2,64,13,37,58,40,21,23,13,24,60,5
13035,2,13,4,60,22,40,59,1,13,58,40,1,13,5,24,60,3,3,59,1,13,37,41,60,61,23,15,57,30,2,60,19,2,13,23,4,22,40,20,64,13,65,4,41,60,3,13,58,5,13,5,2,64,13,2,59,23,5,13,37,59,5,41,60,61,23,15,57,11,22,13,61,58,21,59,13,19,22,3,1,13
13036,40,64,61,4,2,23,13,19,2,58,23,5,59,13,19,41,22,24,40,23,35,13,58,40,1,13,5,2,64,13,37,41,22,22,61,13,20,41,22,42,59,23,15,57,30,2,22,23,59,13,23,2,58,1,22,24,13,5,2,59,13,1,60,23,61,60,23,23,59,1,13,37,58,19,2,59,3,22,41,13,3
13037,22,42,59,23,15,57,44,59,60,40,20,13,3,58,23,23,76,3,22,41,40,35,13,5,2,64,13,4,22,3,59,76,19,3,60,4,5,13,42,60,40,59,64,58,41,1,35,57,65,40,1,13,5,2,64,13,23,59,58,76,61,58,41,20,59,15,13,23,5,59,41,60,3,59,13,58,40,1,13,41,22
13038,19,21,64,13,2,58,41,1,15,57,30,2,59,41,59,13,5,2,22,63,13,5,2,64,23,59,3,38,13,1,22,23,5,13,58,60,41,76,5,2,59,13,69,63,59,59,40,13,22,32,13,5,2,32,13,23,21,64,15,57,30,2,22,23,59,13,24,58,5,32,41,64,13,58,41,19,2,13,58,40,1
13039,13,61,59,23,23,59,40,20,59,41,13,58,61,13,67,15,57,44,60,1,23,13,5,2,59,59,13,3,59,58,42,59,13,5,2,59,23,59,35,13,58,40,1,13,24,60,5,2,13,2,59,41,13,23,22,42,59,41,59,60,20,40,13,20,41,58,19,59,15,57,8,59,41,59,13,22,40,13,5,2,60
13040,23,13,20,41,58,23,23,76,4,3,22,5,15,13,60,40,13,5,2,60,23,13,42,59,41,64,13,4,3,58,19,59,15,57,11,22,13,19,22,61,59,13,58,40,1,13,23,4,22,41,5,53,13,8,59,41,13,4,59,58,19,22,19,21,23,13,38,3,64,13,58,61,58,60,40,53,57,13,13,13,13
13041,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,31,46,70,47,28,13,1,59,23,19,59,40,1,23,13,60,40,13,2,59,41,13,19,58,41,72,57,65,4,4,41,22,58,19,2,15,13,41,60,19,2,13,25,59,41,59,23,15,13,2,59
13042,41,13,5,22,13,59,40,5,59,41,5,58,60,40,53,57,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,66,40,5,59,41,13,25,66,48,66,29,57,65,13,19,22,40,5,41,58,19,5,13,22,38,13,5,41,63,59,13,3,22,42,59,13,5,22,13,19,59,3,59,37,41
13043,58,5,59,15,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13044,81,25,59,41,59,23,15,13,61,22,23,5,13,37,22,63,40,5,59,22,63,23,13,3,58,1,64,15,13,5,2,64,13,41,60,19,2,13,3,59,58,23,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13045,81,30,60,5,2,13,64,22,63,41,13,23,59,1,20,32,1,13,19,41,22,24,40,23,13,58,40,1,13,59,42,59,41,13,2,58,41,61,3,59,23,23,13,3,22,22,21,23,15,57,9,59,58,42,59,13,64,22,63,41,13,19,41,60,23,4,13,19,2,58,40,40,59,3,23,15,13,58,40,1,13
13046,22,40,13,5,2,60,23,13,20,41,59,59,40,13,3,58,40,1,57,65,40,23,24,59,41,13,64,22,63,41,13,23,63,61,61,22,40,23,35,13,46,63,40,22,13,1,22,59,23,13,19,22,61,61,58,40,1,53,57,25,22,61,59,15,13,5,59,61,4,59,41,58,5,59,13,40,64,61,4,2,23
13047,15,13,58,40,1,13,2,59,3,4,13,5,22,13,19,59,3,59,37,41,58,5,59,57,65,13,19,22,40,5,41,58,19,5,13,22,38,13,5,41,63,59,13,3,22,42,59,35,13,37,59,13,40,22,5,13,5,22,22,13,3,58,5,59,53,57,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13048,13,13,13,66,40,5,59,41,13,19,59,41,5,58,60,40,13,47,71,68,10,8,29,57,71,22,63,13,23,63,40,76,37,63,41,40,5,13,23,60,19,21,3,59,61,59,40,15,13,22,38,13,65,63,20,63,23,5,13,24,59,58,41,64,15,57,25,22,61,59,13,2,60,5,2,59,41,13,38,41,22
13049,61,13,5,2,59,13,38,63,41,41,22,24,15,13,58,40,1,13,37,59,13,61,59,41,41,64,35,57,68,58,21,59,13,2,22,3,60,1,58,64,35,13,64,22,63,41,13,41,64,59,76,23,5,41,58,24,13,2,58,5,23,13,4,63,5,13,22,40,15,57,65,40,1,13,5,2,59,23,59,13,38
13050,41,59,23,2,13,40,64,61,4,2,23,13,59,40,19,22,63,40,5,59,41,13,59,42,59,41,64,13,22,40,59,57,67,40,13,19,22,63,40,5,41,64,13,38,22,22,5,60,40,20,53,57,13,13,13,13,66,40,5,59,41,13,19,59,41,5,58,60,40,13,48,66,65,10,66,48,29,15,13,4,41
13051,22,4,59,41,3,64,13,2,58,37,60,5,59,1,35,13,5,2,59,64,13,39,22,60,40,57,13,13,13,13,13,24,60,5,2,13,5,2,59,13,47,71,68,10,8,29,13,60,40,13,58,13,20,41,58,19,59,38,63,3,13,1,58,40,19,59,35,13,5,22,24,58,41,1,23,13,5,2,59,57,13
